cell,prompt_id,view,treatment,pair_id,winner,first,state_first,state_second,rep,choice,status,pick_winner,tie,pick_first,p_first,p_winner,prompt_tokens,completion_tokens,cached,model,dropped_params,raw,call_id
neutral|full|base,neutral,full,base,27,A,W,p27_A_2021_base,p27_B_2021_base,0,1.0,ok,1.0,0.0,1.0,0.9399133456181841,0.9399133456181841,747,1,True,gpt-4o-mini-2024-07-18,,1,0eb63ea2037441675dad47b2
neutral|full|base,neutral,full,base,27,A,L,p27_B_2021_base,p27_A_2021_base,0,2.0,ok,1.0,0.0,0.0,0.2227001491431584,0.7772998508568416,747,1,True,gpt-4o-mini-2024-07-18,,2,f17a97de47d4e7ebb97d4f5a
neutral|full|base,neutral,full,base,25,A,L,p25_B_2021_base,p25_A_2021_base,0,2.0,ok,1.0,0.0,0.0,0.18242551713899047,0.8175744828610095,714,1,True,gpt-4o-mini-2024-07-18,,2,8c1d13439333f159b9becf7c
neutral|full|base,neutral,full,base,26,A,L,p26_B_2021_base,p26_A_2021_base,0,2.0,ok,1.0,0.0,0.0,0.00669284977886018,0.9933071502211398,626,1,True,gpt-4o-mini-2024-07-18,,2,e8b5b2e7f86d5e53871ea083
neutral|full|base,neutral,full,base,28,A,W,p28_A_2021_base,p28_B_2021_base,0,1.0,ok,1.0,0.0,1.0,0.9968273169447085,0.9968273169447085,750,1,True,gpt-4o-mini-2024-07-18,,1,f1cd227a1abbb5ca9cd43850
neutral|full|base,neutral,full,base,28,A,L,p28_B_2021_base,p28_A_2021_base,0,1.0,ok,0.0,0.0,1.0,0.9988304899396089,0.0011695100603911213,750,1,True,gpt-4o-mini-2024-07-18,,1,4cd1cfb7ba7d814c8b5d7989
neutral|full|base,neutral,full,base,29,A,W,p29_A_2021_base,p29_B_2021_base,0,1.0,ok,1.0,0.0,1.0,0.8807970654616711,0.8807970654616711,1035,1,True,gpt-4o-mini-2024-07-18,,1,8ea62c1f7214272eaeddf6be
neutral|full|base,neutral,full,base,29,A,L,p29_B_2021_base,p29_A_2021_base,0,1.0,ok,0.0,0.0,1.0,0.9999687980863308,3.1201913669232084e-05,1035,1,True,gpt-4o-mini-2024-07-18,,1,4a455413c8a5cab2af980d66
neutral|full|base,neutral,full,base,30,A,W,p30_A_2021_base,p30_B_2021_base,0,2.0,ok,0.0,0.0,0.0,0.014063623943988737,0.014063623943988737,582,1,True,gpt-4o-mini-2024-07-18,,2,003f72764c33da25197daa54
neutral|full|base,neutral,full,base,30,A,L,p30_B_2021_base,p30_A_2021_base,0,1.0,ok,0.0,0.0,1.0,0.998830489939337,0.0011695100606630149,582,1,True,gpt-4o-mini-2024-07-18,,1,7f634241ea396c32d5fb3d8a
neutral|full|base,neutral,full,base,31,A,W,p31_A_2021_base,p31_B_2021_base,0,1.0,ok,1.0,0.0,1.0,0.9988304898000835,0.9988304898000835,792,1,True,gpt-4o-mini-2024-07-18,,1,8d4abdb75019f7005764c75b
neutral|full|base,neutral,full,base,31,A,L,p31_B_2021_base,p31_A_2021_base,0,2.0,ok,1.0,0.0,0.0,0.04742587334586295,0.9525741266541371,792,1,True,gpt-4o-mini-2024-07-18,,2,72fa714f989279a423fc5db5
neutral|full|base,neutral,full,base,32,A,L,p32_B_2021_base,p32_A_2021_base,0,1.0,ok,0.0,0.0,1.0,0.9997965730602427,0.00020342693975727855,764,1,True,gpt-4o-mini-2024-07-18,,1,251c0bb396c7b1afd633b8b0
neutral|full|base,neutral,full,base,32,A,W,p32_A_2021_base,p32_B_2021_base,0,1.0,ok,1.0,0.0,1.0,0.7772998611746912,0.7772998611746912,764,1,True,gpt-4o-mini-2024-07-18,,1,9ef05925499be72733146770
neutral|full|base,neutral,full,base,33,A,L,p33_B_2021_base,p33_A_2021_base,0,1.0,ok,0.0,0.0,1.0,0.9992903295744808,0.000709670425519171,889,1,True,gpt-4o-mini-2024-07-18,,1,999b959ee8c2ccdbc06831b5
neutral|full|base,neutral,full,base,34,A,L,p34_B_2021_base,p34_A_2021_base,0,2.0,ok,1.0,0.0,0.0,0.1480472036701053,0.8519527963298947,711,1,True,gpt-4o-mini-2024-07-18,,2,1bd8efdc15d0548959d8f094
neutral|full|base,neutral,full,base,33,A,W,p33_A_2021_base,p33_B_2021_base,0,2.0,ok,0.0,0.0,0.0,0.11920291419948606,0.11920291419948606,889,1,True,gpt-4o-mini-2024-07-18,,2,c7d1145b3e4175762d9e1959
neutral|full|base,neutral,full,base,34,A,W,p34_A_2021_base,p34_B_2021_base,0,1.0,ok,1.0,0.0,1.0,0.9999546021226065,0.9999546021226065,711,1,True,gpt-4o-mini-2024-07-18,,1,c0205070272157e91fa8474b
neutral|full|base,neutral,full,base,35,A,W,p35_A_2021_base,p35_B_2021_base,0,1.0,ok,1.0,0.0,1.0,0.8807970858005139,0.8807970858005139,599,1,True,gpt-4o-mini-2024-07-18,,1,dd54c74951615f9ed92b395d
neutral|full|base,neutral,full,base,35,A,L,p35_B_2021_base,p35_A_2021_base,0,1.0,ok,0.0,0.0,1.0,0.982013792143467,0.017986207856533043,599,1,True,gpt-4o-mini-2024-07-18,,1,ffa68646a9972930e3baed64
neutral|full|base,neutral,full,base,36,A,W,p36_A_2021_base,p36_B_2021_base,0,1.0,ok,1.0,0.0,1.0,0.997527377361939,0.997527377361939,679,1,True,gpt-4o-mini-2024-07-18,,1,5cd941845f2742abe82e1cd1
neutral|full|base,neutral,full,base,36,A,L,p36_B_2021_base,p36_A_2021_base,0,1.0,ok,0.0,0.0,1.0,0.9994472214833158,0.000552778516684227,679,1,True,gpt-4o-mini-2024-07-18,,1,d73b13b6ad63e820befffc63
neutral|full|base,neutral,full,base,37,A,W,p37_A_2021_base,p37_B_2021_base,0,1.0,ok,1.0,0.0,1.0,0.9046505402422645,0.9046505402422645,560,1,True,gpt-4o-mini-2024-07-18,,1,3f20c943c4f6ba98d3b90244
neutral|full|base,neutral,full,base,37,A,L,p37_B_2021_base,p37_A_2021_base,0,2.0,ok,1.0,0.0,0.0,0.005220125069683135,0.9947798749303168,560,1,True,gpt-4o-mini-2024-07-18,,2,01d1ab4505d75d25a31f0624
neutral|full|base,neutral,full,base,38,A,W,p38_A_2021_base,p38_B_2021_base,0,1.0,ok,1.0,0.0,1.0,0.9999998362622821,0.9999998362622821,563,1,True,gpt-4o-mini-2024-07-18,,1,063e35b21e5e8eac01058011
neutral|full|base,neutral,full,base,38,A,L,p38_B_2021_base,p38_A_2021_base,0,2.0,ok,1.0,0.0,0.0,0.0007096703410211238,0.9992903296589789,563,1,True,gpt-4o-mini-2024-07-18,,2,8464fef8ddb735f09f503af2
neutral|full|base,neutral,full,base,39,A,W,p39_A_2021_base,p39_B_2021_base,0,2.0,ok,0.0,0.0,0.0,0.0040701367872012575,0.0040701367872012575,1136,1,True,gpt-4o-mini-2024-07-18,,2,6626270d0a199aa9fc2be9e1
neutral|full|base,neutral,full,base,39,A,L,p39_B_2021_base,p39_A_2021_base,0,1.0,ok,0.0,0.0,1.0,0.9999910602998372,8.939700162802211e-06,1136,1,True,gpt-4o-mini-2024-07-18,,1,887901dbe407785533d8399d
neutral|full|base,neutral,full,base,40,A,W,p40_A_2021_base,p40_B_2021_base,0,1.0,ok,1.0,0.0,1.0,0.9998601779325655,0.9998601779325655,877,1,True,gpt-4o-mini-2024-07-18,,1,3a039f49b858c743d2b15e8b
neutral|full|base,neutral,full,base,40,A,L,p40_B_2021_base,p40_A_2021_base,0,1.0,ok,0.0,0.0,1.0,0.9999038975663326,9.61024336674221e-05,877,1,True,gpt-4o-mini-2024-07-18,,1,5b38b1a469ec9e252b40f6ae
neutral|full|base,neutral,full,base,42,A,W,p42_A_2021_base,p42_B_2021_base,0,1.0,ok,1.0,0.0,1.0,0.999925153785029,0.999925153785029,760,1,True,gpt-4o-mini-2024-07-18,,1,d52cf6fe5f5e5e2ceeeffd3e
neutral|full|base,neutral,full,base,42,A,L,p42_B_2021_base,p42_A_2021_base,0,1.0,ok,0.0,0.0,1.0,0.7772998663336157,0.2227001336663843,760,1,True,gpt-4o-mini-2024-07-18,,1,35d75799eba15f8d4f53cea5
neutral|full|base,neutral,full,base,43,A,W,p43_A_2021_base,p43_B_2021_base,0,1.0,ok,1.0,0.0,1.0,0.9399133504571635,0.9399133504571635,679,1,True,gpt-4o-mini-2024-07-18,,1,2b03c537778bfa949da7ae93
neutral|full|base,neutral,full,base,43,A,L,p43_B_2021_base,p43_A_2021_base,0,1.0,ok,0.0,0.0,1.0,0.999915188952306,8.481104769397785e-05,679,1,True,gpt-4o-mini-2024-07-18,,1,bc142b304812e2e0f07019d3
neutral|full|base,neutral,full,base,44,A,W,p44_A_2021_base,p44_B_2021_base,0,2.0,ok,0.0,0.0,0.0,0.004070137270424578,0.004070137270424578,366,1,True,gpt-4o-mini-2024-07-18,,2,2fd26877ccb0aac17bae715c
neutral|full|base,neutral,full,base,44,A,L,p44_B_2021_base,p44_A_2021_base,0,1.0,ok,0.0,0.0,1.0,0.962673116671762,0.03732688332823797,366,1,True,gpt-4o-mini-2024-07-18,,1,3d754f66f6d148de1bad31df
neutral|full|base,neutral,full,base,45,A,W,p45_A_2021_base,p45_B_2021_base,0,1.0,ok,1.0,0.0,1.0,0.9820137885574375,0.9820137885574375,569,1,True,gpt-4o-mini-2024-07-18,,1,9df818bab09703e93d21c306
neutral|full|base,neutral,full,base,45,A,L,p45_B_2021_base,p45_A_2021_base,0,2.0,ok,1.0,0.0,0.0,0.03732688801344475,0.9626731119865553,569,1,True,gpt-4o-mini-2024-07-18,,2,2db5a76d89cf9e5df3d75345
neutral|full|base,neutral,full,base,46,A,L,p46_B_2021_base,p46_A_2021_base,0,1.0,ok,0.0,0.0,1.0,0.9998766054752888,0.0001233945247112178,684,1,True,gpt-4o-mini-2024-07-18,,1,4b4053b87e652f5984ac7727
neutral|full|base,neutral,full,base,47,A,W,p47_A_2021_base,p47_B_2021_base,0,1.0,ok,1.0,0.0,1.0,0.9995694429845969,0.9995694429845969,549,1,True,gpt-4o-mini-2024-07-18,,1,55d310cd48985e7c6f7b6ed6
neutral|full|base,neutral,full,base,46,A,W,p46_A_2021_base,p46_B_2021_base,0,1.0,ok,1.0,0.0,1.0,0.9984988179741242,0.9984988179741242,684,1,True,gpt-4o-mini-2024-07-18,,1,d1e5b1f43c45308a7336c313
neutral|full|base,neutral,full,base,47,A,L,p47_B_2021_base,p47_A_2021_base,0,2.0,ok,1.0,0.0,0.0,3.466327708641819e-07,0.9999996533672292,549,1,True,gpt-4o-mini-2024-07-18,,2,c3b538500325bd418053808f
neutral|full|base,neutral,full,base,48,A,W,p48_A_2021_base,p48_B_2021_base,0,1.0,ok,1.0,0.0,1.0,0.9999898700106854,0.9999898700106854,603,1,True,gpt-4o-mini-2024-07-18,,1,c972b9ee129ae946fe643ac4
neutral|full|base,neutral,full,base,48,A,L,p48_B_2021_base,p48_A_2021_base,0,1.0,ok,0.0,0.0,1.0,0.6224593241981982,0.37754067580180184,603,1,True,gpt-4o-mini-2024-07-18,,1,ff8543cf5fc7439bbed88793
neutral|full|base,neutral,full,base,49,A,W,p49_A_2021_base,p49_B_2021_base,0,2.0,ok,0.0,0.0,0.0,0.37754066179448903,0.37754066179448903,1060,1,True,gpt-4o-mini-2024-07-18,,2,5de0fb29df572019d702f591
neutral|full|base,neutral,full,base,49,A,L,p49_B_2021_base,p49_A_2021_base,0,1.0,ok,0.0,0.0,1.0,0.9988304895217126,0.0011695104782873944,1060,1,True,gpt-4o-mini-2024-07-18,,1,ff43d0bd97faf9638b131100
neutral|full|base,neutral,full,base,50,A,L,p50_B_2021_base,p50_A_2021_base,0,1.0,ok,0.0,0.0,1.0,0.9991959140940674,0.0008040859059326166,459,1,True,gpt-4o-mini-2024-07-18,,1,c3108beac13e3309b568213e
neutral|full|base,neutral,full,base,50,A,W,p50_A_2021_base,p50_B_2021_base,0,1.0,ok,1.0,0.0,1.0,0.999988521231025,0.999988521231025,459,1,True,gpt-4o-mini-2024-07-18,,1,c06b35d119c96ba509b0267b
neutral|full|base,neutral,full,base,51,A,W,p51_A_2021_base,p51_B_2021_base,0,1.0,ok,1.0,0.0,1.0,0.9999992661790523,0.9999992661790523,874,1,True,gpt-4o-mini-2024-07-18,,1,0f0aa7c121d4c985d1b91033
neutral|full|base,neutral,full,base,51,A,L,p51_B_2021_base,p51_A_2021_base,0,2.0,ok,1.0,0.0,0.0,0.2689414272294874,0.7310585727705126,874,1,True,gpt-4o-mini-2024-07-18,,2,a1272377315657563fe07cea
neutral|full|base,neutral,full,base,52,A,W,p52_A_2021_base,p52_B_2021_base,0,1.0,ok,1.0,0.0,1.0,0.9890130563776502,0.9890130563776502,720,1,True,gpt-4o-mini-2024-07-18,,1,f834ea1d6a3c885237d613a0
neutral|full|base,neutral,full,base,52,A,L,p52_B_2021_base,p52_A_2021_base,0,1.0,ok,0.0,0.0,1.0,0.9914225143724511,0.008577485627548898,720,1,True,gpt-4o-mini-2024-07-18,,1,88361a155bc6243b9872a5ef
neutral|full|base,neutral,full,base,53,A,W,p53_A_2021_base,p53_B_2021_base,0,1.0,ok,1.0,0.0,1.0,0.9859363744418151,0.9859363744418151,1032,1,True,gpt-4o-mini-2024-07-18,,1,10815cbb1b7f278f9a7798bc
neutral|full|base,neutral,full,base,53,A,L,p53_B_2021_base,p53_A_2021_base,0,1.0,ok,0.0,0.0,1.0,0.9984988176164028,0.0015011823835971994,1032,1,True,gpt-4o-mini-2024-07-18,,1,5a132103138cc7c0fcc29d55
neutral|full|base,neutral,full,base,54,A,W,p54_A_2021_base,p54_B_2021_base,0,1.0,ok,1.0,0.0,1.0,0.9046505440982948,0.9046505440982948,351,1,True,gpt-4o-mini-2024-07-18,,1,5ba742c4bdf0b3df1dacaa76
neutral|full|base,neutral,full,base,54,A,L,p54_B_2021_base,p54_A_2021_base,0,2.0,ok,1.0,0.0,0.0,0.0024726235477187672,0.9975273764522812,351,1,True,gpt-4o-mini-2024-07-18,,2,01e8755d57671d3892335b3c
neutral|full|base,neutral,full,base,55,A,W,p55_A_2021_base,p55_B_2021_base,0,1.0,ok,1.0,0.0,1.0,0.9984988179798826,0.9984988179798826,1024,1,True,gpt-4o-mini-2024-07-18,,1,5bf6e49d93a7672fa2115974
neutral|full|base,neutral,full,base,55,A,L,p55_B_2021_base,p55_A_2021_base,0,1.0,ok,0.0,0.0,1.0,0.9998911030434917,0.00010889695650828646,1024,1,True,gpt-4o-mini-2024-07-18,,1,5230ca2985edc1b5e621aa32
neutral|full|base,neutral,full,base,56,A,W,p56_A_2021_base,p56_B_2021_base,0,1.0,ok,1.0,0.0,1.0,0.9992903297435594,0.9992903297435594,1136,1,True,gpt-4o-mini-2024-07-18,,1,bfb0794ab4aee1d52115462b
neutral|full|base,neutral,full,base,56,A,L,p56_B_2021_base,p56_A_2021_base,0,1.0,ok,0.0,0.0,1.0,0.9999251538028784,7.484619712161411e-05,1136,1,True,gpt-4o-mini-2024-07-18,,1,ad05dc0387c10d82c98d9a44
neutral|full|base,neutral,full,base,57,A,W,p57_A_2021_base,p57_B_2021_base,0,2.0,ok,0.0,0.0,0.0,0.32082131381216084,0.32082131381216084,928,1,True,gpt-4o-mini-2024-07-18,,2,4b6df5c31bab642f5e40c3d6
neutral|full|base,neutral,full,base,57,A,L,p57_B_2021_base,p57_A_2021_base,0,1.0,ok,0.0,0.0,1.0,0.9999485577825575,5.1442217442465576e-05,928,1,True,gpt-4o-mini-2024-07-18,,1,aeb02a76f701b57f44a279ce
neutral|full|base,neutral,full,base,58,A,W,p58_A_2021_base,p58_B_2021_base,0,1.0,ok,1.0,0.0,1.0,0.9975273764706583,0.9975273764706583,1283,1,True,gpt-4o-mini-2024-07-18,,1,09618c16e7e1ac71afd029db
