cell,prompt_id,view,treatment,pair_id,winner,first,state_first,state_second,rep,choice,status,pick_winner,tie,pick_first,p_first,p_winner,prompt_tokens,completion_tokens,cached,model,dropped_params,raw,call_id
neutral|full|both,neutral,full,both,6,B,W,p6_B_2022_both,p6_A_2022_loser,0,1,ok,1.0,0,1,0.9999992661791398,0.9999992661791398,822,1,True,gpt-4o-mini-2024-07-18,,1,94a978d18f88f8f17a72c6a9
neutral|full|both,neutral,full,both,6,B,L,p6_A_2022_loser,p6_B_2022_both,0,2,ok,1.0,0,0,7.484619712816325e-05,0.9999251538028718,822,1,True,gpt-4o-mini-2024-07-18,,2,51f6b595b430b821c215fd99
neutral|full|both,neutral,full,both,7,A,W,p7_A_2022_both,p7_B_2022_loser,0,1,ok,1.0,0,1,0.9999999530883621,0.9999999530883621,640,1,True,gpt-4o-mini-2024-07-18,,1,076a4d7397fce9f0c4cd685f
neutral|full|both,neutral,full,both,7,A,L,p7_B_2022_loser,p7_A_2022_both,0,2,ok,1.0,0,0,2.5612814850547937e-06,0.999997438718515,640,1,True,gpt-4o-mini-2024-07-18,,2,5ce4215096c1d80ef835529f
neutral|full|both,neutral,full,both,10,A,L,p10_B_2022_loser,p10_A_2022_both,0,2,ok,1.0,0,0,1.553497314502234e-06,0.9999984465026855,581,1,True,gpt-4o-mini-2024-07-18,,2,0dbc76d7a4345b525143fcfa
neutral|full|both,neutral,full,both,8,B,L,p8_A_2022_loser,p8_B_2022_both,0,2,ok,1.0,0,0,0.32082129433083023,0.6791787056691698,778,1,True,gpt-4o-mini-2024-07-18,,2,2653b40607d9cef617ac2641
neutral|full|both,neutral,full,both,12,A,W,p12_A_2022_both,p12_B_2022_loser,0,1,ok,1.0,0,1,0.9999999677581336,0.9999999677581336,694,1,True,gpt-4o-mini-2024-07-18,,1,998a6ae8e0c80290d8f23bcd
neutral|full|both,neutral,full,both,8,B,W,p8_B_2022_both,p8_A_2022_loser,0,1,ok,1.0,0,1,0.9999998874648162,0.9999998874648162,778,1,True,gpt-4o-mini-2024-07-18,,1,d62989f1b4e17dfa29fcf202
neutral|full|both,neutral,full,both,10,A,W,p10_A_2022_both,p10_B_2022_loser,0,1,ok,1.0,0,1,0.9999945777793353,0.9999945777793353,581,1,True,gpt-4o-mini-2024-07-18,,1,3e7c6b8ac1d9c5c4b1ed0def
neutral|full|both,neutral,full,both,11,B,L,p11_A_2022_loser,p11_B_2022_both,0,2,ok,1.0,0,0,0.010986942205554658,0.9890130577944454,792,1,True,gpt-4o-mini-2024-07-18,,2,2105c8dc2fc6011307c0817c
neutral|full|both,neutral,full,both,11,B,W,p11_B_2022_both,p11_A_2022_loser,0,1,ok,1.0,0,1,0.9999999895325983,0.9999999895325983,792,1,True,gpt-4o-mini-2024-07-18,,1,aaf34c5b0706eb1b2ed17217
neutral|full|both,neutral,full,both,12,A,L,p12_B_2022_loser,p12_A_2022_both,0,2,ok,1.0,0,0,0.003172682276965264,0.9968273177230348,694,1,True,gpt-4o-mini-2024-07-18,,2,c92a5432bccfbc0f74ceaa4c
neutral|full|both,neutral,full,both,13,B,W,p13_B_2022_both,p13_A_2022_loser,0,1,ok,1.0,0,1,0.9999993524053853,0.9999993524053853,707,1,True,gpt-4o-mini-2024-07-18,,1,59fc9cb2f08715105caa1ee5
neutral|full|both,neutral,full,both,13,B,L,p13_A_2022_loser,p13_B_2022_both,0,2,ok,1.0,0,0,2.4300230936537083e-05,0.9999756997690634,707,1,True,gpt-4o-mini-2024-07-18,,2,1976e8bd90011c78301309fc
neutral|full|both,neutral,full,both,14,A,W,p14_A_2022_both,p14_B_2022_loser,0,1,ok,1.0,0,1,0.999999694097641,0.999999694097641,874,1,True,gpt-4o-mini-2024-07-18,,1,c8392fdaf302095dcbde11e9
neutral|full|both,neutral,full,both,14,A,L,p14_B_2022_loser,p14_A_2022_both,0,2,ok,1.0,0,0,0.11920292515117027,0.8807970748488297,874,1,True,gpt-4o-mini-2024-07-18,,2,fd536017eedf3f9a7ac472c5
neutral|full|both,neutral,full,both,15,B,W,p15_B_2022_both,p15_A_2022_loser,0,1,ok,1.0,0,1,0.9999999827421723,0.9999999827421723,684,1,True,gpt-4o-mini-2024-07-18,,1,87016ce1b0710f52a9e7393c
neutral|full|both,neutral,full,both,15,B,L,p15_A_2022_loser,p15_B_2022_both,0,2,ok,1.0,0,0,3.5356257528032616e-05,0.999964643742472,684,1,True,gpt-4o-mini-2024-07-18,,2,aefdbed376ef2846ba195719
neutral|full|both,neutral,full,both,16,A,W,p16_A_2022_both,p16_B_2022_loser,0,1,ok,1.0,0,1,0.9999999847700205,0.9999999847700205,1242,1,True,gpt-4o-mini-2024-07-18,,1,913de791280c047f1907009e
neutral|full|both,neutral,full,both,16,A,L,p16_B_2022_loser,p16_A_2022_both,0,2,ok,1.0,0,0,0.0005527786484362228,0.9994472213515638,1242,1,True,gpt-4o-mini-2024-07-18,,2,278d40eda06c0e6dbd2bce7d
neutral|full|both,neutral,full,both,17,B,L,p17_A_2022_loser,p17_B_2022_both,0,2,ok,1.0,0,0,0.2689414272294874,0.7310585727705126,972,1,True,gpt-4o-mini-2024-07-18,,2,a9d03a3b5e31ebe0323eefcb
neutral|full|both,neutral,full,both,17,B,W,p17_B_2022_both,p17_A_2022_loser,0,1,ok,1.0,0,1,0.999999974890009,0.999999974890009,972,1,True,gpt-4o-mini-2024-07-18,,1,5e4f57e6b16be6a6899b182c
neutral|full|both,neutral,full,both,18,A,W,p18_A_2022_both,p18_B_2022_loser,0,1,ok,1.0,0,1,0.9999997617630155,0.9999997617630155,542,1,True,gpt-4o-mini-2024-07-18,,1,9d5920fdb1fb5fc65780f773
neutral|full|both,neutral,full,both,19,B,L,p19_A_2022_loser,p19_B_2022_both,0,2,ok,1.0,0,0,0.0005527785825763028,0.9994472214174237,960,1,True,gpt-4o-mini-2024-07-18,,2,3bf1adc7d6b750845c0c4dc8
neutral|full|both,neutral,full,both,20,A,W,p20_A_2022_both,p20_B_2022_loser,0,1,ok,1.0,0,1,0.9992903294899003,0.9992903294899003,652,1,True,gpt-4o-mini-2024-07-18,,1,1429fcb2b9173cd895c169c7
neutral|full|both,neutral,full,both,18,A,L,p18_B_2022_loser,p18_A_2022_both,0,2,ok,1.0,0,0,0.0015011825621089915,0.998498817437891,542,1,True,gpt-4o-mini-2024-07-18,,2,db4f57e183eac8e12d3e8347
neutral|full|both,neutral,full,both,19,B,W,p19_B_2022_both,p19_A_2022_loser,0,1,ok,1.0,0,1,0.9999999981810384,0.9999999981810384,960,1,True,gpt-4o-mini-2024-07-18,,1,1fbc01f6c27e1ebd3c9310a2
neutral|full|both,neutral,full,both,20,A,L,p20_B_2022_loser,p20_A_2022_both,0,2,ok,1.0,0,0,0.14804719427274568,0.8519528057272543,652,1,True,gpt-4o-mini-2024-07-18,,2,ed1788dfd409808047df258e
neutral|full|both,neutral,full,both,22,A,W,p22_A_2022_both,p22_B_2022_loser,0,1,ok,1.0,0,1,0.9999999778405106,0.9999999778405106,955,1,True,gpt-4o-mini-2024-07-18,,1,7b86983332b1e3e781ed0bf8
neutral|full|both,neutral,full,both,21,B,W,p21_B_2022_both,p21_A_2022_loser,0,1,ok,1.0,0,1,0.99999998813888,0.99999998813888,1238,1,True,gpt-4o-mini-2024-07-18,,1,6263e8f955a4f5c508ce44e8
neutral|full|both,neutral,full,both,21,B,L,p21_A_2022_loser,p21_B_2022_both,0,2,ok,1.0,0,0,0.0011695103390339065,0.9988304896609661,1238,1,True,gpt-4o-mini-2024-07-18,,2,3828a1274a1b3e5a7214b0fe
neutral|full|both,neutral,full,both,23,B,W,p23_B_2022_both,p23_A_2022_loser,0,1,ok,1.0,0,1,0.9999999006880476,0.9999999006880476,553,1,True,gpt-4o-mini-2024-07-18,,1,1c67d48d0ba513d71e841b06
neutral|full|both,neutral,full,both,22,A,L,p22_B_2022_loser,p22_A_2022_both,0,2,ok,1.0,0,0,2.2603252742033343e-06,0.9999977396747258,955,1,True,gpt-4o-mini-2024-07-18,,2,4347db53d027954d8ebeec1d
neutral|full|both,neutral,full,both,23,B,L,p23_A_2022_loser,p23_B_2022_both,0,2,ok,1.0,0,0,0.0002034270609875745,0.9997965729390125,553,1,True,gpt-4o-mini-2024-07-18,,2,7dcbdcf712c03c7a9726e55c
neutral|full|both,neutral,full,both,25,B,W,p25_B_2022_both,p25_A_2022_loser,0,1,ok,1.0,0,1,0.999999922655772,0.999999922655772,801,1,True,gpt-4o-mini-2024-07-18,,1,e6e94637a429e19882d4f131
neutral|full|both,neutral,full,both,24,A,W,p24_A_2022_both,p24_B_2022_loser,0,1,ok,1.0,0,1,0.999999922655772,0.999999922655772,806,1,True,gpt-4o-mini-2024-07-18,,1,7a2dbd4935526bb29c37561c
neutral|full|both,neutral,full,both,25,B,L,p25_A_2022_loser,p25_B_2022_both,0,2,ok,1.0,0,0,0.0002611903266877732,0.9997388096733122,801,1,True,gpt-4o-mini-2024-07-18,,2,9ae6dac47281f5164cccd107
neutral|full|both,neutral,full,both,24,A,L,p24_B_2022_loser,p24_A_2022_both,0,2,ok,1.0,0,0,0.0005527787142961506,0.9994472212857038,806,1,True,gpt-4o-mini-2024-07-18,,2,f4e4bc61e6c2ab0bd23f9a5e
neutral|full|both,neutral,full,both,26,A,W,p26_A_2022_both,p26_B_2022_loser,0,1,ok,1.0,0,1,0.9999997300421382,0.9999997300421382,707,1,True,gpt-4o-mini-2024-07-18,,1,51e6610a1d76ca54418a8785
neutral|full|both,neutral,full,both,27,B,W,p27_B_2022_both,p27_A_2022_loser,0,1,ok,1.0,0,1,0.9999898700118929,0.9999898700118929,835,1,True,gpt-4o-mini-2024-07-18,,1,d64d8d0e81c15ef6d316ab6d
neutral|full|both,neutral,full,both,27,B,L,p27_A_2022_loser,p27_B_2022_both,0,2,ok,1.0,0,0,6.605217318371681e-05,0.9999339478268163,835,1,True,gpt-4o-mini-2024-07-18,,2,f7c4d1dfe95afbd58aaa82e4
neutral|full|both,neutral,full,both,26,A,L,p26_B_2022_loser,p26_A_2022_both,0,2,ok,1.0,0,0,4.785094849865141e-06,0.9999952149051501,707,1,True,gpt-4o-mini-2024-07-18,,2,f130d801dd4e3840036b29a3
neutral|full|both,neutral,full,both,28,A,W,p28_A_2022_both,p28_B_2022_loser,0,1,ok,1.0,0,1,0.999999996149258,0.999999996149258,841,1,True,gpt-4o-mini-2024-07-18,,1,558c01802c96e186500e7946
neutral|full|both,neutral,full,both,28,A,L,p28_B_2022_loser,p28_A_2022_both,0,2,ok,1.0,0,0,0.00043055701540309745,0.9995694429845969,841,1,True,gpt-4o-mini-2024-07-18,,2,8b885ccfea56b3d3b8ab3e1f
neutral|full|both,neutral,full,both,29,B,W,p29_B_2022_both,p29_A_2022_loser,0,1,ok,1.0,0,1,0.9999998555019682,0.9999998555019682,1118,1,True,gpt-4o-mini-2024-07-18,,1,b804012cdf876b2b7a37a87a
neutral|full|both,neutral,full,both,29,B,L,p29_A_2022_loser,p29_B_2022_both,0,2,ok,1.0,0,0,4.222835268240621e-06,0.9999957771647318,1118,1,True,gpt-4o-mini-2024-07-18,,2,e65b681747fd8adcd17370bf
neutral|full|both,neutral,full,both,30,A,W,p30_A_2022_both,p30_B_2022_loser,0,1,ok,1.0,0,1,0.9999997897565932,0.9999997897565932,665,1,True,gpt-4o-mini-2024-07-18,,1,3eca54c530c2e2913ae4f36d
neutral|full|both,neutral,full,both,30,A,L,p30_B_2022_loser,p30_A_2022_both,0,2,ok,1.0,0,0,1.892514738127224e-05,0.9999810748526188,665,1,True,gpt-4o-mini-2024-07-18,,2,1d1363e6f423fa11c493f584
neutral|full|both,neutral,full,both,31,B,W,p31_B_2022_both,p31_A_2022_loser,0,1,ok,1.0,0,1,0.9933071478714711,0.9933071478714711,878,1,True,gpt-4o-mini-2024-07-18,,1,811b5f92c6761c63472e7544
neutral|full|both,neutral,full,both,31,B,L,p31_A_2022_loser,p31_B_2022_both,0,2,ok,1.0,0,0,0.047425872336085924,0.952574127663914,878,1,True,gpt-4o-mini-2024-07-18,,2,14e1253c1dd2311f0d368e91
neutral|full|both,neutral,full,both,32,A,W,p32_A_2022_both,p32_B_2022_loser,0,1,ok,1.0,0,1,0.9999869928752253,0.9999869928752253,843,1,True,gpt-4o-mini-2024-07-18,,1,609bf158c558eb82a765e575
neutral|full|both,neutral,full,both,32,A,L,p32_B_2022_loser,p32_A_2022_both,0,1,ok,0.0,0,1,0.9706877663867577,0.02931223361324231,843,1,True,gpt-4o-mini-2024-07-18,,1,2ea64546d2e35651f1083e6a
neutral|full|both,neutral,full,both,33,B,W,p33_B_2022_both,p33_A_2022_loser,0,1,ok,1.0,0,1,0.9999999715466527,0.9999999715466527,973,1,True,gpt-4o-mini-2024-07-18,,1,637ab1bb45c2a5722385cf92
neutral|full|both,neutral,full,both,34,A,W,p34_A_2022_both,p34_B_2022_loser,0,1,ok,1.0,0,1,0.9999999397642536,0.9999999397642536,808,1,True,gpt-4o-mini-2024-07-18,,1,9cd3beff7c31ce7803718a98
neutral|full|both,neutral,full,both,33,B,L,p33_A_2022_loser,p33_B_2022_both,0,2,ok,1.0,0,0,2.1444939769331175e-05,0.9999785550602307,973,1,True,gpt-4o-mini-2024-07-18,,2,da7912657a28a00862cc8807
neutral|full|both,neutral,full,both,34,A,L,p34_B_2022_loser,p34_A_2022_both,0,2,ok,1.0,0,0,0.0001584361524227544,0.9998415638475773,808,1,True,gpt-4o-mini-2024-07-18,,2,3cf717cf21577088db49bcf2
neutral|full|both,neutral,full,both,35,B,W,p35_B_2022_both,p35_A_2022_loser,0,1,ok,1.0,0,1,0.9999999827421723,0.9999999827421723,691,1,True,gpt-4o-mini-2024-07-18,,1,deea42ec74cd965019acefb2
neutral|full|both,neutral,full,both,35,B,L,p35_A_2022_loser,p35_B_2022_both,0,2,ok,1.0,0,0,5.8291276786344415e-05,0.9999417087232136,691,1,True,gpt-4o-mini-2024-07-18,,2,55e6b2f95f349e84fb62a441
neutral|full|both,neutral,full,both,36,A,W,p36_A_2022_both,p36_B_2022_loser,0,1,ok,1.0,0,1,0.9999967112522585,0.9999967112522585,770,1,True,gpt-4o-mini-2024-07-18,,1,c87a4930601152ab4ed76e71
neutral|full|both,neutral,full,both,36,A,L,p36_B_2022_loser,p36_A_2022_both,0,2,ok,1.0,0,0,0.006692849828392054,0.993307150171608,770,1,True,gpt-4o-mini-2024-07-18,,2,1341f863c69308c4381cb996
neutral|full|both,neutral,full,both,37,B,W,p37_B_2022_both,p37_A_2022_loser,0,1,ok,1.0,0,1,0.9980732649831829,0.9980732649831829,649,1,True,gpt-4o-mini-2024-07-18,,1,498d351792f573b1ae269b68
neutral|full|both,neutral,full,both,37,B,L,p37_A_2022_loser,p37_B_2022_both,0,2,ok,1.0,0,0,0.060086644703857287,0.9399133552961427,649,1,True,gpt-4o-mini-2024-07-18,,2,e01b1e684bc59730ca4d1f08
neutral|full|both,neutral,full,both,38,A,W,p38_A_2022_both,p38_B_2022_loser,0,1,ok,1.0,0,1,0.9999999907625504,0.9999999907625504,652,1,True,gpt-4o-mini-2024-07-18,,1,ac20cb1a974659d11c23faca
neutral|full|both,neutral,full,both,38,A,L,p38_B_2022_loser,p38_A_2022_both,0,2,ok,1.0,0,0,5.144223584017492e-05,0.9999485577641598,652,1,True,gpt-4o-mini-2024-07-18,,2,bf4a4647e72e0bdff9c03700
neutral|full|both,neutral,full,both,39,B,L,p39_A_2022_loser,p39_B_2022_both,0,2,ok,1.0,0,0,1.0129988107056774e-05,0.999989870011893,1218,1,True,gpt-4o-mini-2024-07-18,,2,ab6c16c7b7578fc413a80844
neutral|full|both,neutral,full,both,39,B,W,p39_B_2022_both,p39_A_2022_loser,0,1,ok,1.0,0,1,0.9999998874648162,0.9999998874648162,1218,1,True,gpt-4o-mini-2024-07-18,,1,983eb3d875e6e345898a518f
neutral|full|both,neutral,full,both,40,A,W,p40_A_2022_both,p40_B_2022_loser,0,1,ok,1.0,0,1,0.9999999936511998,0.9999999936511998,961,1,True,gpt-4o-mini-2024-07-18,,1,10ca033a41f1d30ce8fd5b03
neutral|full|both,neutral,full,both,40,A,L,p40_B_2022_loser,p40_A_2022_both,0,1,ok,0.0,0,1,0.7772998663336157,0.2227001336663843,961,1,True,gpt-4o-mini-2024-07-18,,1,8e5c248552fd44d1b3b17daf
neutral|full|both,neutral,full,both,42,B,W,p42_B_2022_both,p42_A_2022_loser,0,1,ok,1.0,0,1,0.9999998362622821,0.9999998362622821,843,1,True,gpt-4o-mini-2024-07-18,,1,9a0b9e27f6164f245ddde299
neutral|full|both,neutral,full,both,42,B,L,p42_A_2022_loser,p42_B_2022_both,0,2,ok,1.0,0,0,0.37754067580180184,0.6224593241981982,843,1,True,gpt-4o-mini-2024-07-18,,2,7ec8e663f6f97e1b1120d679
neutral|full|both,neutral,full,both,43,A,W,p43_A_2022_both,p43_B_2022_loser,0,1,ok,1.0,0,1,0.9999339478346898,0.9999339478346898,775,1,True,gpt-4o-mini-2024-07-18,,1,fa56d03936dbd11a6daccb1c
neutral|full|both,neutral,full,both,43,A,L,p43_B_2022_loser,p43_A_2022_both,0,1,ok,0.0,0,1,0.8807970670261976,0.11920293297380236,775,1,True,gpt-4o-mini-2024-07-18,,1,927d298df0e688f4dfb01450
neutral|full|both,neutral,full,both,44,B,W,p44_B_2022_both,p44_A_2022_loser,0,1,ok,1.0,0,1,0.9999999999515263,0.9999999999515263,432,1,True,gpt-4o-mini-2024-07-18,,1,341eb4da55df89680ff9c77b
neutral|full|both,neutral,full,both,44,B,L,p44_A_2022_loser,p44_B_2022_both,0,2,ok,1.0,0,0,2.5109990926928157e-08,0.999999974890009,432,1,True,gpt-4o-mini-2024-07-18,,2,8bf223117b4a80f8ef3628c3
neutral|full|both,neutral,full,both,45,A,W,p45_A_2022_both,p45_B_2022_loser,0,1,ok,1.0,0,1,0.9999993524052309,0.9999993524052309,659,1,True,gpt-4o-mini-2024-07-18,,1,428f6e0e8c0cdcb9ed9f7048
neutral|full|both,neutral,full,both,45,A,L,p45_B_2022_loser,p45_A_2022_both,0,2,ok,1.0,0,0,6.962258425838873e-06,0.9999930377415741,659,1,True,gpt-4o-mini-2024-07-18,,2,a678eb872906d62eeef0c91a
neutral|full|both,neutral,full,both,46,B,W,p46_B_2022_both,p46_A_2022_loser,0,1,ok,1.0,0,1,0.9999977396747258,0.9999977396747258,777,1,True,gpt-4o-mini-2024-07-18,,1,8f735f9115c2313f25a48ab5
neutral|full|both,neutral,full,both,46,B,L,p46_A_2022_loser,p46_B_2022_both,0,1,ok,0.0,0,1,0.6224593312018546,0.3775406687981454,777,1,True,gpt-4o-mini-2024-07-18,,1,071979f110909c7d54011f63
neutral|full|both,neutral,full,both,48,B,L,p48_A_2022_loser,p48_B_2022_both,0,1,ok,0.0,0,1,0.9933071477971733,0.006692852202826671,691,1,True,gpt-4o-mini-2024-07-18,,1,84de52a5b701aa33c4107f86
neutral|full|both,neutral,full,both,47,A,W,p47_A_2022_both,p47_B_2022_loser,0,1,ok,1.0,0,1,0.9999999677581336,0.9999999677581336,642,1,True,gpt-4o-mini-2024-07-18,,1,974b5ec9dd41c149bdee95aa
neutral|full|both,neutral,full,both,49,A,L,p49_B_2022_loser,p49_A_2022_both,0,2,ok,1.0,0,0,0.1480471923932738,0.8519528076067262,1139,1,True,gpt-4o-mini-2024-07-18,,2,9bb6ba8f2f2c5d8280acba00
neutral|full|both,neutral,full,both,47,A,L,p47_B_2022_loser,p47_A_2022_both,0,2,ok,1.0,0,0,1.2098662061585884e-06,0.9999987901337939,642,1,True,gpt-4o-mini-2024-07-18,,2,782617f0bbe16b575f806c05
neutral|full|both,neutral,full,both,48,B,W,p48_B_2022_both,p48_A_2022_loser,0,1,ok,1.0,0,1,0.999996273359995,0.999996273359995,691,1,True,gpt-4o-mini-2024-07-18,,1,fa8a13971c5096cba157fad1
neutral|full|both,neutral,full,both,49,A,W,p49_A_2022_both,p49_B_2022_loser,0,1,ok,1.0,0,1,0.9999938558278723,0.9999938558278723,1139,1,True,gpt-4o-mini-2024-07-18,,1,7312e1f8de252f848ace6f6c
neutral|full|both,neutral,full,both,50,B,W,p50_B_2022_both,p50_A_2022_loser,0,1,ok,1.0,0,1,0.9999999468421502,0.9999999468421502,547,1,True,gpt-4o-mini-2024-07-18,,1,4798208d59587a529f3f2cf9
neutral|full|both,neutral,full,both,50,B,L,p50_A_2022_loser,p50_B_2022_both,0,1,ok,0.0,0,1,0.6224593382055109,0.3775406617944891,547,1,True,gpt-4o-mini-2024-07-18,,1,d33c042ec9fb6d54dfa7704c
neutral|full|both,neutral,full,both,51,A,W,p51_A_2022_both,p51_B_2022_loser,0,1,ok,1.0,0,1,0.9999999827421723,0.9999999827421723,968,1,True,gpt-4o-mini-2024-07-18,,1,9b01d08362bb6c8cee327f98
neutral|full|both,neutral,full,both,51,A,L,p51_B_2022_loser,p51_A_2022_both,0,2,ok,1.0,0,0,1.6701415113938837e-05,0.9999832985848861,968,1,True,gpt-4o-mini-2024-07-18,,2,da2c0f00e2e32c9f9c31cff2
neutral|full|both,neutral,full,both,52,B,W,p52_B_2022_both,p52_A_2022_loser,0,1,ok,1.0,0,1,0.9999999847700205,0.9999999847700205,799,1,True,gpt-4o-mini-2024-07-18,,1,86261d13803e9e5d0944d54c
neutral|full|both,neutral,full,both,52,B,L,p52_A_2022_loser,p52_B_2022_both,0,2,ok,1.0,0,0,0.01406362890279984,0.9859363710972001,799,1,True,gpt-4o-mini-2024-07-18,,2,95ff6996aaace603abdad747
neutral|full|both,neutral,full,both,53,A,W,p53_A_2022_both,p53_B_2022_loser,0,1,ok,1.0,0,1,0.999999694097641,0.999999694097641,1123,1,True,gpt-4o-mini-2024-07-18,,1,4900ef3f8440560d9d7cd2d0
neutral|full|both,neutral,full,both,53,A,L,p53_B_2022_loser,p53_A_2022_both,0,2,ok,1.0,0,0,0.005220126191691412,0.9947798738083086,1123,1,True,gpt-4o-mini-2024-07-18,,2,d111ea5b06b3ffbc569c930d
neutral|full|both,neutral,full,both,54,B,W,p54_B_2022_both,p54_A_2022_loser,0,1,ok,1.0,0,1,0.9999999991407833,0.9999999991407833,427,1,True,gpt-4o-mini-2024-07-18,,1,a01ca5bc865f0225c6a96c0c
neutral|full|both,neutral,full,both,54,B,L,p54_A_2022_loser,p54_B_2022_both,0,2,ok,1.0,0,0,1.275190675769241e-07,0.9999998724809325,427,1,True,gpt-4o-mini-2024-07-18,,2,20e102593af906cecc76b98b
neutral|full|both,neutral,full,both,55,A,W,p55_A_2022_both,p55_B_2022_loser,0,1,ok,1.0,0,1,0.9999994284997149,0.9999994284997149,1106,1,True,gpt-4o-mini-2024-07-18,,1,a7b400e025898de3112bd7f2
neutral|full|both,neutral,full,both,55,A,L,p55_B_2022_loser,p55_A_2022_both,0,2,ok,1.0,0,0,0.006692851363880323,0.9933071486361197,1106,1,True,gpt-4o-mini-2024-07-18,,2,1aede9789ed5d2f35c235d75
neutral|full|both,neutral,full,both,56,B,W,p56_B_2022_both,p56_A_2022_loser,0,1,ok,1.0,0,1,0.9999999586006244,0.9999999586006244,1231,1,True,gpt-4o-mini-2024-07-18,,1,ad9c5fcf2cad239bd86da580
neutral|full|both,neutral,full,both,56,B,L,p56_A_2022_loser,p56_B_2022_both,0,2,ok,1.0,0,0,0.18242552825126704,0.817574471748733,1231,1,True,gpt-4o-mini-2024-07-18,,2,1dc836fa93320d65c4c2f0c4
neutral|full|both,neutral,full,both,57,A,W,p57_A_2022_both,p57_B_2022_loser,0,1,ok,1.0,0,1,0.9999984465026855,0.9999984465026855,1010,1,True,gpt-4o-mini-2024-07-18,,1,3b3a94569a7e7d90720bef35
neutral|full|both,neutral,full,both,57,A,L,p57_B_2022_loser,p57_A_2022_both,0,2,ok,1.0,0,0,0.01406362719820833,0.9859363728017917,1010,1,True,gpt-4o-mini-2024-07-18,,2,9b5df7e3a351f6748d57bab7
neutral|full|both,neutral,full,both,58,B,W,p58_B_2022_both,p58_A_2022_loser,0,1,ok,1.0,0,1,0.9999999123575085,0.9999999123575085,1369,1,True,gpt-4o-mini-2024-07-18,,1,f7606ccc13336aa0467bc6b1
neutral|full|both,neutral,full,both,58,B,L,p58_A_2022_loser,p58_B_2022_both,0,2,ok,1.0,0,0,0.0011695103433855766,0.9988304896566145,1369,1,True,gpt-4o-mini-2024-07-18,,2,cb1af97038ecec0145d113d3
neutral|full|both,neutral,full,both,59,A,W,p59_A_2022_both,p59_B_2022_loser,0,1,ok,1.0,0,1,0.9999885212364987,0.9999885212364987,654,1,True,gpt-4o-mini-2024-07-18,,1,4a3b7d5fe5c515e18a47e6ac
neutral|full|both,neutral,full,both,59,A,L,p59_B_2022_loser,p59_A_2022_both,0,2,ok,1.0,0,0,0.09534946939781197,0.904650530602188,654,1,True,gpt-4o-mini-2024-07-18,,2,e82ab59a09e231ed1f5c1076
neutral|full|both,neutral,full,both,60,B,W,p60_B_2022_both,p60_A_2022_loser,0,1,ok,1.0,0,1,0.9999989322969233,0.9999989322969233,887,1,True,gpt-4o-mini-2024-07-18,,1,3856de4f0285c3e63f85895e
