pair_id,who,t,winner,salary,level,moves,arm
2,A,4,A,285210.58401303494,4,1,baseline
2,B,4,A,274966.3495185851,4,2,baseline
2,A,5,A,310353.64010824927,4,1,baseline
2,B,5,A,281240.5118434374,4,2,baseline
2,A,6,A,335525.820491434,4,1,baseline
2,B,6,A,284195.87491076835,4,2,baseline
2,A,7,A,354438.0199995475,4,2,baseline
2,B,7,A,302525.72673738975,4,3,baseline
2,A,8,A,376879.51425220846,4,3,baseline
2,B,8,A,316991.23508689157,4,3,baseline
2,A,9,A,380581.8975899063,4,4,baseline
2,B,9,A,336365.0795516296,4,3,baseline
2,A,10,A,396661.3354769557,4,5,baseline
2,B,10,A,339592.78717768705,4,3,baseline
2,A,11,A,426370.77453008137,4,6,baseline
2,B,11,A,357690.11999257386,4,3,baseline
2,A,12,A,458966.81082851946,4,6,baseline
2,B,12,A,375296.1229456417,4,3,baseline
2,A,13,A,507508.9922960819,4,7,baseline
2,B,13,A,393595.98590314575,4,4,baseline
2,A,14,A,504171.2665215234,4,7,baseline
2,B,14,A,412586.4215043747,4,5,baseline
2,A,15,A,537908.5550842418,4,8,baseline
2,B,15,A,408887.90082244924,4,5,baseline
2,A,16,A,577618.3243409476,4,9,baseline
2,B,16,A,434602.18287757755,4,5,baseline
2,A,17,A,625726.1068399762,4,9,baseline
2,B,17,A,455624.14664050244,4,5,baseline
2,A,18,A,661264.2402899647,4,9,baseline
2,B,18,A,449923.9945216069,4,5,baseline
2,A,19,A,699585.623606488,4,10,baseline
2,B,19,A,453825.10521057877,4,5,baseline
2,A,20,A,736826.1288782252,4,10,baseline
2,B,20,A,456678.7585245152,4,5,baseline
3,A,0,B,152000.0,3,0,baseline
3,B,0,B,169120.00000000003,4,0,baseline
3,A,1,B,160282.7887773778,3,0,baseline
3,B,1,B,225889.02987433903,4,1,baseline
3,A,2,B,209563.53283058177,3,1,baseline
3,B,2,B,236742.84388060885,4,2,baseline
3,A,3,B,235602.05655215954,4,2,baseline
3,B,3,B,248585.78046361852,4,3,baseline
3,A,4,B,252645.95896660484,4,2,baseline
3,B,4,B,259092.90831556052,4,3,baseline
3,A,5,B,265666.0599376377,4,2,baseline
3,B,5,B,266405.3374744407,4,3,baseline
3,A,6,B,276483.0957595065,4,3,baseline
3,B,6,B,264562.3133878704,4,4,baseline
3,A,7,B,300819.9309523704,4,4,baseline
3,B,7,B,282128.9198601505,4,4,baseline
3,A,8,B,319158.7828450617,4,4,baseline
3,B,8,B,299012.18968763074,4,4,baseline
3,A,9,B,319984.46968265675,4,4,baseline
3,B,9,B,309420.3717607762,4,4,baseline
3,A,10,B,343182.6292298696,4,4,baseline
3,B,10,B,332497.6453482309,4,5,baseline
3,A,11,B,360377.22617592436,4,4,baseline
3,B,11,B,341779.885878062,4,5,baseline
3,A,12,B,359202.7134193254,4,4,baseline
3,B,12,B,358149.0449514577,4,5,baseline
3,A,13,B,385568.17031673616,4,4,baseline
3,B,13,B,391982.2836935039,4,5,baseline
3,A,14,B,390121.022680237,4,4,baseline
3,B,14,B,435412.02156847256,4,6,baseline
3,A,15,B,411284.06199661887,4,4,baseline
3,B,15,B,479866.67069256154,4,6,baseline
3,A,16,B,430585.9982569385,4,4,baseline
3,B,16,B,491821.51057864225,4,6,baseline
3,A,17,B,440498.6364999388,4,4,baseline
3,B,17,B,495801.8718022271,4,7,baseline
3,A,18,B,454202.8895565664,4,4,baseline
3,B,18,B,511995.2392092838,4,7,baseline
3,A,19,B,461724.4763027862,4,4,baseline
3,B,19,B,530973.7648995009,4,7,baseline
3,A,20,B,471039.7924799787,4,5,baseline
3,B,20,B,565047.6757214823,4,7,baseline
4,A,0,A,188160.00000000003,3,0,baseline
4,B,0,A,168800.0,2,0,baseline
4,A,1,A,190804.92568483448,3,0,baseline
4,B,1,A,166785.04167615867,2,0,baseline
4,A,2,A,194615.38403875174,3,0,baseline
4,B,2,A,173216.42493072813,2,0,baseline
4,A,3,A,203673.25720151208,3,0,baseline
4,B,3,A,177915.8514277018,2,0,baseline
4,A,4,A,244487.24017182752,4,1,baseline
4,B,4,A,229409.5182285619,3,1,baseline
4,A,5,A,264473.3733703996,4,2,baseline
4,B,5,A,246703.0114059986,4,2,baseline
4,A,6,A,275277.0102423728,4,2,baseline
4,B,6,A,263936.47774557257,4,2,baseline
4,A,7,A,296805.143851618,4,2,baseline
4,B,7,A,277634.67601652554,4,2,baseline
4,A,8,A,301808.2588505617,4,3,baseline
4,B,8,A,282593.2257320553,4,3,baseline
4,A,9,A,314034.8918633075,4,3,baseline
4,B,9,A,289883.7334273529,4,3,baseline
4,A,10,A,328812.68599438097,4,3,baseline
4,B,10,A,292234.31703370606,4,3,baseline
4,A,11,A,344006.08396532066,4,3,baseline
4,B,11,A,296244.8374655354,4,3,baseline
4,A,12,A,353547.3504798885,4,3,baseline
4,B,12,A,303696.29472939443,4,3,baseline
4,A,13,A,372121.2254559569,4,4,baseline
4,B,13,A,324964.03005261056,4,3,baseline
4,A,14,A,379506.46217904764,4,4,baseline
4,B,14,A,338908.90339275193,4,3,baseline
4,A,15,A,395751.36885425955,4,5,baseline
4,B,15,A,359263.86154683214,4,3,baseline
4,A,16,A,410608.0929090299,4,5,baseline
4,B,16,A,383892.7008353926,4,3,baseline
4,A,17,A,424805.0999618274,4,5,baseline
4,B,17,A,412198.08002971596,4,3,baseline
4,A,18,A,455194.3145260529,4,6,baseline
4,B,18,A,420294.35139488836,4,3,baseline
4,A,19,A,461550.06423832965,4,6,baseline
4,B,19,A,457823.7384589605,4,4,baseline
4,A,20,A,501498.200042844,4,6,baseline
4,B,20,A,481515.2319396388,4,5,baseline
5,A,0,B,212700.0,3,0,baseline
5,B,0,B,237440.00000000003,4,0,baseline
5,A,1,B,217743.44372489784,3,0,baseline
5,B,1,B,243413.82765678855,4,0,baseline
5,A,2,B,229429.36241059104,3,1,baseline
5,B,2,B,250238.96888148016,4,0,baseline
5,A,3,B,235485.00817707137,3,1,baseline
5,B,3,B,265786.16974628065,4,0,baseline
5,A,4,B,264029.34470457677,4,2,baseline
5,B,4,B,278214.67500527203,4,0,baseline
5,A,5,B,278179.20018528355,4,3,baseline
5,B,5,B,287381.27126935404,4,0,baseline
5,A,6,B,293526.1411650495,4,3,baseline
5,B,6,B,297740.7211411357,4,0,baseline
5,A,7,B,322410.6054714816,4,4,baseline
5,B,7,B,325027.97992161143,4,1,baseline
5,A,8,B,337439.1774195456,4,5,baseline
5,B,8,B,332584.4950061686,4,1,baseline
5,A,9,B,353897.8642676188,4,6,baseline
5,B,9,B,358179.03558730765,4,2,baseline
5,A,10,B,338013.9293658574,4,6,baseline
5,B,10,B,371622.80728003,4,2,baseline
5,A,11,B,355600.0256509637,4,7,baseline
5,B,11,B,393092.13514503185,4,2,baseline
5,A,12,B,358048.0392456802,4,7,baseline
5,B,12,B,427892.5202085427,4,3,baseline
5,A,13,B,389192.0050311591,4,7,baseline
5,B,13,B,445937.67876553326,4,3,baseline
5,A,14,B,423840.3537198321,4,8,baseline
5,B,14,B,462928.48381822935,4,3,baseline
5,A,15,B,468439.5305837958,4,9,baseline
5,B,15,B,496274.16310321307,4,3,baseline
5,A,16,B,505727.4378126535,4,10,baseline
5,B,16,B,515586.61749069614,4,3,baseline
5,A,17,B,516102.6777692461,4,10,baseline
5,B,17,B,559251.9004952409,4,4,baseline
5,A,18,B,566392.9747137394,4,10,baseline
5,B,18,B,612048.0035300644,4,5,baseline
5,A,19,B,593916.5375478008,4,11,baseline
5,B,19,B,636526.6689816368,4,5,baseline
5,A,20,B,612219.4769404834,4,11,baseline
5,B,20,B,711684.8348552663,4,5,baseline
6,A,0,A,149296.0,3,0,baseline
6,B,0,A,134500.0,2,0,baseline
6,A,1,A,156180.71903898026,3,0,baseline
6,B,1,A,142476.17356466636,2,0,baseline
6,A,2,A,163187.92227633193,3,0,baseline
6,B,2,A,141124.8908949956,2,0,baseline
6,A,3,A,188994.44999067864,3,1,baseline
6,B,3,A,149424.68943002785,2,1,baseline
6,A,4,A,200759.15953612648,3,1,baseline
6,B,4,A,155907.26219782943,2,2,baseline
6,A,5,A,221504.52919393464,3,1,baseline
6,B,5,A,161634.6131521865,2,3,baseline
6,A,6,A,216707.0077170184,3,1,baseline
6,B,6,A,161669.81267786064,2,3,baseline
6,A,7,A,227667.35842108735,3,1,baseline
6,B,7,A,173461.2106832368,2,3,baseline
6,A,8,A,229441.67922265994,3,1,baseline
6,B,8,A,179930.41563548587,3,3,baseline
6,A,9,A,251417.24192839424,3,1,baseline
6,B,9,A,187226.456203899,3,3,baseline
6,A,10,A,266176.38148083683,3,1,baseline
6,B,10,A,188353.02267537257,3,3,baseline
6,A,11,A,274308.97153703147,4,2,baseline
6,B,11,A,200353.62829653476,3,3,baseline
6,A,12,A,302808.27533218317,4,3,baseline
6,B,12,A,209702.7238866801,3,3,baseline
6,A,13,A,323308.22036220675,4,3,baseline
6,B,13,A,224781.55758601584,3,3,baseline
6,A,14,A,344350.74147763377,4,3,baseline
6,B,14,A,232267.36008973088,3,3,baseline
6,A,15,A,367911.141609775,4,3,baseline
6,B,15,A,252835.03529471572,4,3,baseline
6,A,16,A,403445.17648840963,4,4,baseline
6,B,16,A,280411.51848773187,4,4,baseline
6,A,17,A,438836.27894149,4,4,baseline
6,B,17,A,298531.0834505486,4,4,baseline
6,A,18,A,460781.47190393065,4,5,baseline
6,B,18,A,314261.8803214715,4,4,baseline
6,A,19,A,476067.29414542177,4,5,baseline
6,B,19,A,327690.73639745446,4,5,baseline
6,A,20,A,487313.97464504844,4,5,baseline
6,B,20,A,327975.49596929003,4,5,baseline
7,A,0,B,124600.0,1,0,baseline
7,B,0,B,138656.0,2,0,baseline
7,A,1,B,126729.23086802027,1,1,baseline
7,B,1,B,194118.4,3,1,baseline
7,A,2,B,135688.7928298851,2,1,baseline
7,B,2,B,206489.07055614682,3,1,baseline
7,A,3,B,175073.47205944263,3,2,baseline
7,B,3,B,218340.49765868267,3,1,baseline
7,A,4,B,186928.9610782309,4,2,baseline
7,B,4,B,230689.59282057002,3,2,baseline
7,A,5,B,199936.67169622314,4,2,baseline
7,B,5,B,249424.225734896,4,3,baseline
7,A,6,B,194941.86767711447,4,2,baseline
7,B,6,B,253935.11210226762,4,3,baseline
7,A,7,B,205957.54194328323,4,2,baseline
7,B,7,B,272455.72529959655,4,3,baseline
7,A,8,B,216185.95150978566,4,3,baseline
7,B,8,B,279785.27730935096,4,4,baseline
7,A,9,B,229646.2318211279,4,3,baseline
7,B,9,B,298406.19434477034,4,4,baseline
7,A,10,B,243155.82592249318,4,3,baseline
7,B,10,B,313449.33017219295,4,4,baseline
7,A,11,B,264750.5969771181,4,4,baseline
7,B,11,B,326491.42534464184,4,5,baseline
7,A,12,B,275448.77784062753,4,4,baseline
7,B,12,B,334091.75087777013,4,5,baseline
7,A,13,B,281157.3306064929,4,5,baseline
7,B,13,B,364068.5813639381,4,5,baseline
7,A,14,B,307196.1654067409,4,6,baseline
7,B,14,B,386726.39440155454,4,6,baseline
7,A,15,B,322735.4081991825,4,7,baseline
7,B,15,B,407121.48343334877,4,7,baseline
7,A,16,B,331207.9641694881,4,7,baseline
7,B,16,B,437055.72783203726,4,7,baseline
7,A,17,B,341987.56843753916,4,7,baseline
7,B,17,B,470629.0808721888,4,8,baseline
7,A,18,B,347580.52829702024,4,7,baseline
7,B,18,B,496453.4714712113,4,9,baseline
7,A,19,B,357054.4585623372,4,8,baseline
7,B,19,B,513624.0899496233,4,9,baseline
7,A,20,B,380388.7735143752,4,9,baseline
7,B,20,B,532386.6102997812,4,10,baseline
8,A,0,A,144480.0,2,0,baseline
8,B,0,A,130600.0,1,0,baseline
8,A,1,A,147597.16736857532,2,0,baseline
8,B,1,A,134247.8726007672,1,0,baseline
8,A,2,A,153108.019025363,2,0,baseline
8,B,2,A,146275.01680565265,1,0,baseline
8,A,3,A,162229.20560722152,2,0,baseline
8,B,3,A,153784.47718942183,1,1,baseline
8,A,4,A,183845.09060545152,3,0,baseline
8,B,4,A,161844.31165373785,1,2,baseline
8,A,5,A,221225.69730832486,4,1,baseline
8,B,5,A,167470.660479538,1,2,baseline
8,A,6,A,230325.8046373734,4,1,baseline
8,B,6,A,180826.24630602292,2,3,baseline
8,A,7,A,247725.1938536862,4,1,baseline
8,B,7,A,187144.35968925647,2,3,baseline
8,A,8,A,266136.9424767197,4,2,baseline
8,B,8,A,201526.1478091484,3,3,baseline
8,A,9,A,278224.0777679026,4,3,baseline
8,B,9,A,218819.56237693853,3,4,baseline
8,A,10,A,288461.33176729793,4,4,baseline
8,B,10,A,222501.19231178376,4,5,baseline
8,A,11,A,319474.6695860587,4,4,baseline
8,B,11,A,231985.95827871733,4,5,baseline
8,A,12,A,322725.8991227863,4,4,baseline
8,B,12,A,251452.47760735577,4,6,baseline
8,A,13,A,338790.220954918,4,5,baseline
8,B,13,A,256708.7008190986,4,6,baseline
8,A,14,A,340759.25536667154,4,5,baseline
8,B,14,A,265450.18161349633,4,6,baseline
8,A,15,A,349764.8438312504,4,5,baseline
8,B,15,A,275132.426486143,4,6,baseline
8,A,16,A,366953.1814249962,4,5,baseline
8,B,16,A,303368.0184363666,4,6,baseline
8,A,17,A,396873.50971739733,4,5,baseline
8,B,17,A,321642.9001666651,4,6,baseline
8,A,18,A,411995.40674242564,4,6,baseline
8,B,18,A,333365.636233617,4,6,baseline
8,A,19,A,458635.2920862956,4,6,baseline
8,B,19,A,338030.99754820194,4,7,baseline
8,A,20,A,490315.19141765585,4,6,baseline
8,B,20,A,358850.6601358049,4,7,baseline
9,A,0,B,119500.0,1,0,baseline
9,B,0,B,132832.0,2,0,baseline
9,A,1,B,128310.56618897848,1,0,baseline
9,B,1,B,134304.3732879953,2,0,baseline
9,A,2,B,134427.51500069772,2,0,baseline
9,B,2,B,149409.1773463134,2,1,baseline
9,A,3,B,139603.62674474064,2,0,baseline
9,B,3,B,153152.9000429491,2,1,baseline
9,A,4,B,149074.60993970724,2,0,baseline
9,B,4,B,158058.21222311913,2,1,baseline
9,A,5,B,146569.1490166887,2,0,baseline
9,B,5,B,179767.050606644,2,2,baseline
9,A,6,B,150633.0875087662,2,0,baseline
9,B,6,B,204500.5719969915,3,3,baseline
9,A,7,B,149352.57839856957,2,0,baseline
9,B,7,B,216258.248695078,3,3,baseline
9,A,8,B,151811.640685117,2,0,baseline
9,B,8,B,234846.87439286432,3,4,baseline
9,A,9,B,164978.9160163652,2,1,baseline
9,B,9,B,249756.2370325924,4,4,baseline
9,A,10,B,173292.96876061926,2,1,baseline
9,B,10,B,275847.93755561206,4,5,baseline
9,A,11,B,170301.00817924706,2,1,baseline
9,B,11,B,290560.6281217863,4,5,baseline
9,A,12,B,176154.06949734662,2,2,baseline
9,B,12,B,305574.3223063299,4,5,baseline
9,A,13,B,181888.7545399315,2,3,baseline
9,B,13,B,315027.48704034527,4,5,baseline
9,A,14,B,191375.07346234607,2,4,baseline
9,B,14,B,333832.69303470635,4,5,baseline
9,A,15,B,194952.971277274,2,5,baseline
9,B,15,B,354427.39660732046,4,5,baseline
9,A,16,B,205229.27734651975,2,5,baseline
9,B,16,B,378855.61120533926,4,5,baseline
9,A,17,B,218834.98432914334,2,5,baseline
9,B,17,B,383457.369293737,4,5,baseline
9,A,18,B,230636.36691931242,2,5,baseline
9,B,18,B,396072.9214919502,4,5,baseline
9,A,19,B,240404.46172444182,3,6,baseline
9,B,19,B,419583.0125252126,4,5,baseline
9,A,20,B,262411.09962067433,3,6,baseline
9,B,20,B,440555.5389639965,4,5,baseline
10,A,0,A,197232.00000000003,3,0,baseline
10,B,0,A,178700.0,2,0,baseline
10,A,1,A,210557.30460158794,3,0,baseline
10,B,1,A,184551.39568280318,2,0,baseline
10,A,2,A,251374.09022940678,4,1,baseline
10,B,2,A,230774.31859937817,3,1,baseline
10,A,3,A,270899.93335326825,4,2,baseline
10,B,3,A,247913.74575573832,3,1,baseline
10,A,4,A,285234.28385527135,4,3,baseline
10,B,4,A,271296.71314914443,3,2,baseline
10,A,5,A,297272.88928573305,4,3,baseline
10,B,5,A,273184.6349636294,3,2,baseline
10,A,6,A,302273.57203405054,4,3,baseline
10,B,6,A,291141.49731941643,3,3,baseline
10,A,7,A,313409.7888381451,4,3,baseline
10,B,7,A,294174.32868459134,3,3,baseline
10,A,8,A,325194.94286537246,4,3,baseline
10,B,8,A,301611.91101013176,3,3,baseline
10,A,9,A,339571.539377403,4,4,baseline
10,B,9,A,317000.90197779436,3,4,baseline
10,A,10,A,367520.51612987864,4,4,baseline
10,B,10,A,335139.2759207249,3,4,baseline
10,A,11,A,391960.00331294705,4,4,baseline
10,B,11,A,360315.6711871175,3,5,baseline
10,A,12,A,414743.7097626842,4,4,baseline
10,B,12,A,365460.9905079816,3,5,baseline
10,A,13,A,442372.9511824387,4,4,baseline
10,B,13,A,358158.64304259885,3,5,baseline
10,A,14,A,470173.65629543,4,5,baseline
10,B,14,A,359814.5455511932,3,5,baseline
10,A,15,A,487269.6567962792,4,5,baseline
10,B,15,A,366655.99526651774,3,5,baseline
10,A,16,A,505447.7136787927,4,5,baseline
10,B,16,A,385501.42975982727,3,5,baseline
10,A,17,A,527175.5543619721,4,5,baseline
10,B,17,A,405702.0158858282,3,5,baseline
10,A,18,A,550971.1066273374,4,5,baseline
10,B,18,A,411557.0724369103,3,5,baseline
10,A,19,A,580038.550035266,4,5,baseline
10,B,19,A,442283.2169127372,3,6,baseline
10,A,20,A,550798.3745485013,4,5,baseline
10,B,20,A,460678.77574424254,3,6,baseline
11,A,0,B,142900.0,2,0,baseline
11,B,0,B,160720.00000000003,3,0,baseline
11,A,1,B,150767.71010786024,2,0,baseline
11,B,1,B,203137.2915754383,4,1,baseline
11,A,2,B,153457.1284550243,2,0,baseline
11,B,2,B,209597.77149938757,4,1,baseline
11,A,3,B,166308.232004438,2,0,baseline
11,B,3,B,223685.83550630824,4,1,baseline
11,A,4,B,174618.57396504216,3,0,baseline
11,B,4,B,234542.5313931354,4,1,baseline
11,A,5,B,193073.66874737744,4,0,baseline
11,B,5,B,240173.10168420873,4,1,baseline
11,A,6,B,204066.6798724346,4,0,baseline
11,B,6,B,249036.6855500854,4,1,baseline
11,A,7,B,209621.11404962133,4,0,baseline
11,B,7,B,264699.8307895535,4,2,baseline
11,A,8,B,227351.1685176927,4,1,baseline
11,B,8,B,281516.8561277623,4,2,baseline
11,A,9,B,245513.82018540349,4,1,baseline
11,B,9,B,285994.7129477525,4,3,baseline
11,A,10,B,255421.7089807587,4,1,baseline
11,B,10,B,297375.9859367792,4,3,baseline
11,A,11,B,272589.6758722139,4,1,baseline
11,B,11,B,313553.8194526461,4,3,baseline
11,A,12,B,284199.0055111951,4,1,baseline
11,B,12,B,351453.55685018096,4,4,baseline
11,A,13,B,317676.31181194534,4,2,baseline
11,B,13,B,385387.05609176424,4,4,baseline
11,A,14,B,320950.5185300414,4,2,baseline
11,B,14,B,394873.75617112365,4,4,baseline
11,A,15,B,324893.87132815376,4,3,baseline
11,B,15,B,418277.897974068,4,4,baseline
11,A,16,B,339913.8234070685,4,3,baseline
11,B,16,B,443729.2939521093,4,4,baseline
11,A,17,B,379228.6284337412,4,4,baseline
11,B,17,B,477048.1432303345,4,5,baseline
11,A,18,B,392069.3910701575,4,4,baseline
11,B,18,B,499142.60416747694,4,6,baseline
11,A,19,B,422126.82570213673,4,4,baseline
11,B,19,B,524566.3525906713,4,6,baseline
11,A,20,B,428382.2688065861,4,4,baseline
11,B,20,B,574316.963024404,4,6,baseline
12,A,0,A,166432.00000000003,3,0,baseline
12,B,0,A,149200.0,2,0,baseline
12,A,1,A,172411.20226308785,3,0,baseline
12,B,1,A,146605.2464594703,2,0,baseline
12,A,2,A,177182.87114696956,3,0,baseline
12,B,2,A,168127.67218786708,2,1,baseline
12,A,3,A,186095.40279184055,3,0,baseline
12,B,3,A,171049.785540783,2,1,baseline
12,A,4,A,192922.23100873566,3,0,baseline
12,B,4,A,176379.380385483,2,1,baseline
12,A,5,A,202884.97859731936,3,0,baseline
12,B,5,A,188886.27123862342,2,2,baseline
12,A,6,A,222853.4168280667,4,0,baseline
12,B,6,A,193708.30510055614,2,3,baseline
12,A,7,A,233053.09747580692,4,1,baseline
12,B,7,A,208190.707589236,2,3,baseline
12,A,8,A,234386.70442476755,4,1,baseline
12,B,8,A,207500.44719925334,2,3,baseline
12,A,9,A,263021.5274973673,4,2,baseline
12,B,9,A,209263.47497977648,2,3,baseline
12,A,10,A,285532.7284506391,4,2,baseline
12,B,10,A,212096.25126162596,2,3,baseline
12,A,11,A,302826.57178750617,4,2,baseline
12,B,11,A,212043.76033683203,2,3,baseline
12,A,12,A,310646.84769424336,4,3,baseline
12,B,12,A,227698.9056792145,3,4,baseline
12,A,13,A,331157.49249904277,4,3,baseline
12,B,13,A,238726.55052236255,3,4,baseline
12,A,14,A,346238.80253616156,4,3,baseline
12,B,14,A,244699.35272331568,3,4,baseline
12,A,15,A,367192.4250262114,4,3,baseline
12,B,15,A,256483.77778337465,3,4,baseline
12,A,16,A,379203.03366309893,4,3,baseline
12,B,16,A,265726.66365568835,3,4,baseline
12,A,17,A,376499.09531749063,4,4,baseline
12,B,17,A,276442.211277136,3,4,baseline
12,A,18,A,376054.9687539491,4,4,baseline
12,B,18,A,279367.17236383195,3,4,baseline
12,A,19,A,373656.123040365,4,4,baseline
12,B,19,A,288504.9882062187,3,4,baseline
12,A,20,A,377368.8490767644,4,4,baseline
12,B,20,A,308281.3250612591,4,5,baseline
13,A,0,B,159100.0,2,0,baseline
13,B,0,B,176400.00000000003,3,0,baseline
13,A,1,B,170264.0141396904,2,0,baseline
13,B,1,B,178517.20706576144,3,0,baseline
13,A,2,B,238369.61979556654,3,1,baseline
13,B,2,B,179266.06439802103,3,0,baseline
13,A,3,B,251543.96502762672,3,1,baseline
13,B,3,B,241598.4423449588,4,1,baseline
13,A,4,B,254694.4090579153,3,1,baseline
13,B,4,B,271707.0111453512,4,1,baseline
13,A,5,B,261263.83615395305,3,1,baseline
13,B,5,B,287283.30190699006,4,1,baseline
13,A,6,B,268341.2644800933,3,1,baseline
13,B,6,B,296210.3049092365,4,1,baseline
13,A,7,B,284059.60886617564,3,1,baseline
13,B,7,B,305146.2340795595,4,2,baseline
13,A,8,B,311120.4215996618,3,2,baseline
13,B,8,B,329953.5170293937,4,2,baseline
13,A,9,B,336960.82270326954,4,2,baseline
13,B,9,B,331803.33651973517,4,2,baseline
13,A,10,B,366965.8041832868,4,2,baseline
13,B,10,B,372545.72143174685,4,3,baseline
13,A,11,B,377151.90531860583,4,2,baseline
13,B,11,B,403434.19328797824,4,4,baseline
13,A,12,B,389102.96990104177,4,3,baseline
13,B,12,B,416763.27948679373,4,4,baseline
13,A,13,B,410088.254767743,4,4,baseline
13,B,13,B,426811.6703298532,4,4,baseline
13,A,14,B,439175.22345392074,4,5,baseline
13,B,14,B,453461.9564307148,4,4,baseline
13,A,15,B,448814.85201120627,4,6,baseline
13,B,15,B,472890.565571832,4,4,baseline
13,A,16,B,501346.60312247137,4,6,baseline
13,B,16,B,505709.1737403154,4,5,baseline
13,A,17,B,510298.85700217745,4,6,baseline
13,B,17,B,537461.2813495739,4,6,baseline
13,A,18,B,524939.3838538239,4,6,baseline
13,B,18,B,588782.9992186901,4,7,baseline
13,A,19,B,553034.1551554541,4,7,baseline
